year,state,state_abbreviation,office,candidate,party_detailed,writein,candidatevotes,totalvotes,party_simplified
1976,NORTH DAKOTA,ND,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,153684,297308,REPUBLICAN
1976,NORTH DAKOTA,ND,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,136078,297308,DEMOCRAT
1976,NORTH DAKOTA,ND,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,3698,297308,OTHER
1976,NORTH DAKOTA,ND,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,2952,297308,OTHER
1976,NORTH DAKOTA,ND,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,269,297308,OTHER
1976,NORTH DAKOTA,ND,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,256,297308,LIBERTARIAN
1976,NORTH DAKOTA,ND,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,142,297308,OTHER
1976,NORTH DAKOTA,ND,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,85,297308,OTHER
1976,NORTH DAKOTA,ND,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,63,297308,OTHER
1976,NORTH DAKOTA,ND,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,43,297308,OTHER
1976,NORTH DAKOTA,ND,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,FALSE,38,297308,OTHER
1976,OHIO,OH,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,2009959,4110456,DEMOCRAT
1976,OHIO,OH,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,2000626,4110456,REPUBLICAN
1976,OHIO,OH,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,58267,4110456,OTHER
1976,OHIO,OH,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,15508,4110456,OTHER
1976,OHIO,OH,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,8952,4110456,LIBERTARIAN
1976,OHIO,OH,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,7817,4110456,OTHER
1976,OHIO,OH,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,4833,4110456,OTHER
1976,OHIO,OH,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,4364,4110456,OTHER
1976,OHIO,OH,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,68,4110456,OTHER
1976,OHIO,OH,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,62,4110456,OTHER
1976,OKLAHOMA,OK,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,545708,1092251,REPUBLICAN
1976,OKLAHOMA,OK,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,532442,1092251,DEMOCRAT
1976,OKLAHOMA,OK,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,14101,1092251,OTHER
1976,OREGON,OR,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,492120,1029876,REPUBLICAN
1976,OREGON,OR,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,490407,1029876,DEMOCRAT
1976,OREGON,OR,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,40207,1029876,OTHER
1976,OREGON,OR,US PRESIDENT,,,TRUE,6107,1029876,OTHER
1976,OREGON,OR,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,1035,1029876,OTHER
1976,PENNSYLVANIA,PA,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,2328677,4620787,DEMOCRAT
1976,PENNSYLVANIA,PA,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,2205604,4620787,REPUBLICAN
1976,PENNSYLVANIA,PA,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",MCCARTHY '76,FALSE,50584,4620787,OTHER
1976,PENNSYLVANIA,PA,US PRESIDENT,"MADDOX, LESTER",CONSTITUTION PARTY,FALSE,25344,4620787,OTHER
1976,PENNSYLVANIA,PA,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,3009,4620787,OTHER
1976,PENNSYLVANIA,PA,US PRESIDENT,OTHER,,FALSE,2934,4620787,OTHER
1976,PENNSYLVANIA,PA,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,2744,4620787,OTHER
1976,PENNSYLVANIA,PA,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1891,4620787,OTHER
1976,RHODE ISLAND,RI,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,227636,410584,DEMOCRAT
1976,RHODE ISLAND,RI,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,181249,410584,REPUBLICAN
1976,RHODE ISLAND,RI,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,715,410584,LIBERTARIAN
1976,RHODE ISLAND,RI,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,462,410584,OTHER
1976,RHODE ISLAND,RI,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,334,410584,OTHER
1976,RHODE ISLAND,RI,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,188,410584,OTHER
1976,SOUTH CAROLINA,SC,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,450807,802583,DEMOCRAT
1976,SOUTH CAROLINA,SC,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,346149,802583,REPUBLICAN
1976,SOUTH CAROLINA,SC,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,2996,802583,OTHER
1976,SOUTH CAROLINA,SC,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,1950,802583,OTHER
1976,SOUTH CAROLINA,SC,US PRESIDENT,,,TRUE,681,802583,OTHER
1976,SOUTH DAKOTA,SD,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,151505,300678,REPUBLICAN
1976,SOUTH DAKOTA,SD,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,147068,300678,DEMOCRAT
1976,SOUTH DAKOTA,SD,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,1619,300678,LIBERTARIAN
1976,SOUTH DAKOTA,SD,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,318,300678,OTHER
1976,SOUTH DAKOTA,SD,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,168,300678,OTHER
1976,TENNESSEE,TN,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,825879,1476346,DEMOCRAT
1976,TENNESSEE,TN,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,633969,1476346,REPUBLICAN
1976,TENNESSEE,TN,US PRESIDENT,"ANDERSON, THOMAS J.",INDEPENDENT,FALSE,5769,1476346,OTHER
1976,TENNESSEE,TN,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,5004,1476346,OTHER
1976,TENNESSEE,TN,US PRESIDENT,"MADDOX, LESTER",INDEPENDENT,FALSE,2303,1476346,OTHER
1976,TENNESSEE,TN,US PRESIDENT,"MACBRIDE, ROGER",INDEPENDENT,FALSE,1375,1476346,OTHER
1976,TENNESSEE,TN,US PRESIDENT,"HALL, GUS",INDEPENDENT,FALSE,547,1476346,OTHER
1976,TENNESSEE,TN,US PRESIDENT,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,512,1476346,OTHER
1976,TENNESSEE,TN,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",INDEPENDENT,FALSE,442,1476346,OTHER
1976,TENNESSEE,TN,US PRESIDENT,,INDEPENDENT,FALSE,316,1476346,OTHER
1976,TENNESSEE,TN,US PRESIDENT,,,TRUE,230,1476346,OTHER
1976,TEXAS,TX,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,2082319,4071884,DEMOCRAT
1976,TEXAS,TX,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1953300,4071884,REPUBLICAN
1976,TEXAS,TX,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,20118,4071884,OTHER
1976,TEXAS,TX,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,11442,4071884,OTHER
1976,TEXAS,TX,US PRESIDENT,,,TRUE,2982,4071884,OTHER
1976,TEXAS,TX,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1723,4071884,OTHER
1976,UTAH,UT,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,337908,541218,REPUBLICAN
1976,UTAH,UT,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,182110,541218,DEMOCRAT
1976,UTAH,UT,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,13304,541218,OTHER
1976,UTAH,UT,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,3907,541218,OTHER
1976,UTAH,UT,US PRESIDENT,"MACBRIDE, ROGER",LIBERAL PARTY,FALSE,2438,541218,OTHER
1976,UTAH,UT,US PRESIDENT,"MADDOX, LESTER",CONCERNED CITIZENS,FALSE,1162,541218,OTHER
1976,UTAH,UT,US PRESIDENT,"CAMEJO, PETER",INDEPENDENT,FALSE,268,541218,OTHER
1976,UTAH,UT,US PRESIDENT,"HALL, GUS",INDEPENDENT,FALSE,121,541218,OTHER
1976,VERMONT,VT,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,100387,183902,REPUBLICAN
1976,VERMONT,VT,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,77798,183902,DEMOCRAT
1976,VERMONT,VT,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,4001,183902,OTHER
1976,VERMONT,VT,US PRESIDENT,OTHER,,FALSE,1090,183902,OTHER
1976,VERMONT,VT,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,430,183902,OTHER
1976,VERMONT,VT,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,196,183902,OTHER
1976,VIRGINIA,VA,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,836554,1697094,REPUBLICAN
1976,VIRGINIA,VA,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,813896,1697094,DEMOCRAT
1976,VIRGINIA,VA,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,17802,1697094,OTHER
1976,VIRGINIA,VA,US PRESIDENT,"ANDERSON, THOMAS J.",AMERICAN,FALSE,16686,1697094,OTHER
1976,VIRGINIA,VA,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,7508,1697094,OTHER
1976,VIRGINIA,VA,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,4648,1697094,LIBERTARIAN
1976,WASHINGTON,WA,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,777732,1555534,REPUBLICAN
1976,WASHINGTON,WA,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,717323,1555534,DEMOCRAT
1976,WASHINGTON,WA,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,36986,1555534,OTHER
1976,WASHINGTON,WA,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,8585,1555534,OTHER
1976,WASHINGTON,WA,US PRESIDENT,OTHER,,FALSE,5482,1555534,OTHER
1976,WASHINGTON,WA,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,5042,1555534,LIBERTARIAN
1976,WASHINGTON,WA,US PRESIDENT,"ANDERSON, THOMAS J.",CONSTITUTION PARTY,FALSE,1046,1555534,OTHER
1976,WASHINGTON,WA,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,905,1555534,OTHER
1976,WASHINGTON,WA,US PRESIDENT,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,903,1555534,OTHER
1976,WASHINGTON,WA,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,817,1555534,OTHER
1976,WASHINGTON,WA,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,713,1555534,OTHER
1976,WEST VIRGINIA,WV,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,435864,750590,DEMOCRAT
1976,WEST VIRGINIA,WV,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,314726,750590,REPUBLICAN
1976,WISCONSIN,WI,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1040232,2101336,DEMOCRAT
1976,WISCONSIN,WI,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,1004987,2101336,REPUBLICAN
1976,WISCONSIN,WI,US PRESIDENT,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,34943,2101336,OTHER
1976,WISCONSIN,WI,US PRESIDENT,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,8552,2101336,OTHER
1976,WISCONSIN,WI,US PRESIDENT,"ZEIDLER, FRANK",SOCIALIST,FALSE,4298,2101336,OTHER
1976,WISCONSIN,WI,US PRESIDENT,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3814,2101336,LIBERTARIAN
1976,WISCONSIN,WI,US PRESIDENT,OTHER,,FALSE,2430,2101336,OTHER
1976,WISCONSIN,WI,US PRESIDENT,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,1691,2101336,OTHER
1976,WISCONSIN,WI,US PRESIDENT,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,389,2101336,OTHER
1976,WYOMING,WY,US PRESIDENT,"FORD, GERALD",REPUBLICAN,FALSE,92717,156343,REPUBLICAN
1976,WYOMING,WY,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,62239,156343,DEMOCRAT
1976,WYOMING,WY,US PRESIDENT,,,TRUE,1387,156343,OTHER
1980,ALABAMA,AL,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,654192,1341929,REPUBLICAN
1980,ALABAMA,AL,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,636730,1341929,DEMOCRAT
1980,ALABAMA,AL,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,16481,1341929,OTHER
1980,ALABAMA,AL,US PRESIDENT,"RARICK, JOHN",CONSERVATIVE,FALSE,15010,1341929,OTHER
1980,ALABAMA,AL,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,13318,1341929,LIBERTARIAN
1980,ALABAMA,AL,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",STATESMAN,FALSE,1743,1341929,OTHER
1980,ALABAMA,AL,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1629,1341929,OTHER
1980,ALABAMA,AL,US PRESIDENT,"DEBERRY, CLIFTON",SOCIALIST WORKERS,FALSE,1303,1341929,OTHER
1980,ALABAMA,AL,US PRESIDENT,"MCREYNOLDS, DAVID",SOCIALIST,FALSE,1006,1341929,OTHER
1980,ALABAMA,AL,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,517,1341929,OTHER
1980,ALASKA,AK,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,86112,158445,REPUBLICAN
1980,ALASKA,AK,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,41842,158445,DEMOCRAT
1980,ALASKA,AK,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,18479,158445,LIBERTARIAN
1980,ALASKA,AK,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,11155,158445,OTHER
1980,ALASKA,AK,US PRESIDENT,,,TRUE,857,158445,OTHER
1980,ARIZONA,AZ,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,529688,873945,REPUBLICAN
1980,ARIZONA,AZ,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,246843,873945,DEMOCRAT
1980,ARIZONA,AZ,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,76952,873945,OTHER
1980,ARIZONA,AZ,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,18784,873945,LIBERTARIAN
1980,ARIZONA,AZ,US PRESIDENT,"DEBERRY, CLIFTON",SOCIALIST WORKERS,FALSE,1100,873945,OTHER
1980,ARIZONA,AZ,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,551,873945,OTHER
1980,ARIZONA,AZ,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,25,873945,OTHER
1980,ARIZONA,AZ,US PRESIDENT,"GRISWOLD, DEIRDRE",WORKERS WORLD,FALSE,2,873945,OTHER
1980,ARKANSAS,AR,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,403164,837582,REPUBLICAN
1980,ARKANSAS,AR,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,398041,837582,DEMOCRAT
1980,ARKANSAS,AR,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,22468,837582,OTHER
1980,ARKANSAS,AR,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,8970,837582,LIBERTARIAN
1980,ARKANSAS,AR,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,2345,837582,OTHER
1980,ARKANSAS,AR,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",STATESMAN,FALSE,1350,837582,OTHER
1980,ARKANSAS,AR,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,1244,837582,OTHER
1980,CALIFORNIA,CA,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,4522994,8582938,REPUBLICAN
1980,CALIFORNIA,CA,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,3082943,8582938,DEMOCRAT
1980,CALIFORNIA,CA,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,739618,8582938,OTHER
1980,CALIFORNIA,CA,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,148390,8582938,LIBERTARIAN
1980,CALIFORNIA,CA,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,61046,8582938,OTHER
1980,CALIFORNIA,CA,US PRESIDENT,"SMITH, MAUREEN",PEACE & FREEDOM,FALSE,18106,8582938,OTHER
1980,CALIFORNIA,CA,US PRESIDENT,"RARICK, JOHN",AMERICAN INDEPENDENT PARTY,FALSE,9841,8582938,OTHER
1980,COLORADO,CO,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,652264,1184450,REPUBLICAN
1980,COLORADO,CO,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,368009,1184450,DEMOCRAT
1980,COLORADO,CO,US PRESIDENT,"ANDERSON, JOHN B.",NATIONAL UNITY CAMPAIGN,FALSE,130633,1184450,OTHER
1980,COLORADO,CO,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,25744,1184450,LIBERTARIAN
1980,COLORADO,CO,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,5614,1184450,OTHER
1980,COLORADO,CO,US PRESIDENT,"BUBAR, BENJAMIN """"BEN""""",STATESMAN,FALSE,1180,1184450,OTHER
1980,COLORADO,CO,US PRESIDENT,"PULLEY, ANDREW",SOCIALIST WORKERS,FALSE,519,1184450,OTHER
1980,COLORADO,CO,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,487,1184450,OTHER
1980,CONNECTICUT,CT,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,677210,1406285,REPUBLICAN
1980,CONNECTICUT,CT,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,541732,1406285,DEMOCRAT
1980,CONNECTICUT,CT,US PRESIDENT,"ANDERSON, JOHN B.",ANDERSON COALITION,FALSE,171807,1406285,OTHER
1980,CONNECTICUT,CT,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,8570,1406285,LIBERTARIAN
1980,CONNECTICUT,CT,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,6130,1406285,OTHER
1980,CONNECTICUT,CT,US PRESIDENT,,,TRUE,836,1406285,OTHER
1980,DELAWARE,DE,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,111252,235668,REPUBLICAN
1980,DELAWARE,DE,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,105754,235668,DEMOCRAT
1980,DELAWARE,DE,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,16288,235668,OTHER
1980,DELAWARE,DE,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,1974,235668,LIBERTARIAN
1980,DELAWARE,DE,US PRESIDENT,"GREAVES, PERCY L, JR.",AMERICAN,FALSE,400,235668,OTHER
1980,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,130231,173889,DEMOCRAT
1980,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,23313,173889,REPUBLICAN
1980,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,16131,173889,OTHER
1980,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,1826,173889,OTHER
1980,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,1104,173889,LIBERTARIAN
1980,DISTRICT OF COLUMBIA,DC,US PRESIDENT,,,TRUE,690,173889,OTHER
1980,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,369,173889,OTHER
1980,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"DEBERRY, CLIFTON",SOCIALIST WORKERS,FALSE,173,173889,OTHER
1980,DISTRICT OF COLUMBIA,DC,US PRESIDENT,"GRISWOLD, DEIRDRE",WORKERS WORLD,FALSE,52,173889,OTHER
1980,FLORIDA,FL,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,2046951,3686927,REPUBLICAN
1980,FLORIDA,FL,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1419475,3686927,DEMOCRAT
1980,FLORIDA,FL,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,189692,3686927,OTHER
1980,FLORIDA,FL,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,30524,3686927,LIBERTARIAN
1980,FLORIDA,FL,US PRESIDENT,,,TRUE,285,3686927,OTHER
1980,GEORGIA,GA,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,890955,1596805,DEMOCRAT
1980,GEORGIA,GA,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,654168,1596805,REPUBLICAN
1980,GEORGIA,GA,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,36055,1596805,OTHER
1980,GEORGIA,GA,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,15627,1596805,LIBERTARIAN
1980,HAWAII,HI,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,135879,303287,DEMOCRAT
1980,HAWAII,HI,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,130112,303287,REPUBLICAN
1980,HAWAII,HI,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,32021,303287,OTHER
1980,HAWAII,HI,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,3269,303287,LIBERTARIAN
1980,HAWAII,HI,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,1548,303287,OTHER
1980,HAWAII,HI,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,458,303287,OTHER
1980,IDAHO,ID,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,290699,437431,REPUBLICAN
1980,IDAHO,ID,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,110192,437431,DEMOCRAT
1980,IDAHO,ID,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,27058,437431,OTHER
1980,IDAHO,ID,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,8425,437431,LIBERTARIAN
1980,IDAHO,ID,US PRESIDENT,"RARICK, JOHN",AMERICAN INDEPENDENT PARTY,FALSE,1057,437431,OTHER
1980,ILLINOIS,IL,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,2358049,4749721,REPUBLICAN
1980,ILLINOIS,IL,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,1981413,4749721,DEMOCRAT
1980,ILLINOIS,IL,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,346754,4749721,OTHER
1980,ILLINOIS,IL,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,38939,4749721,LIBERTARIAN
1980,ILLINOIS,IL,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,10692,4749721,OTHER
1980,ILLINOIS,IL,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,9711,4749721,OTHER
1980,ILLINOIS,IL,US PRESIDENT,"GRISWOLD, DEIRDRE",WORKERS WORLD,FALSE,2257,4749721,OTHER
1980,ILLINOIS,IL,US PRESIDENT,"DEBERRY, CLIFTON",SOCIALIST WORKERS,FALSE,1302,4749721,OTHER
1980,ILLINOIS,IL,US PRESIDENT,,,TRUE,604,4749721,OTHER
1980,INDIANA,IN,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,1255656,2242033,REPUBLICAN
1980,INDIANA,IN,US PRESIDENT,"CARTER, JIMMY",DEMOCRAT,FALSE,844197,2242033,DEMOCRAT
1980,INDIANA,IN,US PRESIDENT,"ANDERSON, JOHN B.",INDEPENDENT,FALSE,111639,2242033,OTHER
1980,INDIANA,IN,US PRESIDENT,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,19627,2242033,LIBERTARIAN
1980,INDIANA,IN,US PRESIDENT,"COMMONER, BARRY",CITIZENS,FALSE,4852,2242033,OTHER
1980,INDIANA,IN,US PRESIDENT,"GREAVES, PERCY L, JR.",AMERICAN,FALSE,4750,2242033,OTHER
1980,INDIANA,IN,US PRESIDENT,"HALL, GUS",COMMUNIST PARTY USE,FALSE,702,2242033,OTHER
1980,INDIANA,IN,US PRESIDENT,"DEBERRY, CLIFTON",SOCIALIST WORKERS,FALSE,610,2242033,OTHER
1980,IOWA,IA,US PRESIDENT,"REAGAN, RONALD",REPUBLICAN,FALSE,676026,1317661,REPUBLICAN
